,id,forma_pago,status
685,DAACGB5N,efectivo,pagado
686,IOVNGBJ7,efectivo,pagado
687,ROWHGBJN,tarjeta,pagado
688,BTBSGB5J,tarjeta,pagado
689,FRJEGB2R,transferencia,pagado
690,HOYCGB0P,efectivo,pagado
691,JDKFGBCU,efectivo,pagado
692,RRXKGBLL,transferencia,pagado
693,IPZOGBUF,transferencia,pagado
694,FUOHGB5F,transferencia,pagado
695,PGOQGBNH,transferencia,pagado
696,VSXYGB69,efectivo,pagado
697,HRSPGB84,tarjeta,pagado
698,ROFFGB5S,transferencia,pagado
699,KENGGBRU,transferencia,pendiente
700,ULGWGB1F,efectivo,pagado
701,MDPWGBDR,transferencia,pagado
702,ZXAZGB5X,transferencia,pagado
703,JGGCGBYC,efectivo,pagado
704,QEYPGBXC,transferencia,pagado
705,EUAEGB9A,tarjeta,pagado
706,NXWMGBAC,tarjeta,pagado
707,MPZVGBIU,efectivo,pagado
708,PTXWGBHM,tarjeta,pagado
709,KGBWGBOW,tarjeta,pagado
710,VLJJGBIT,efectivo,pagado
711,HZQDGBTM,transferencia,pagado
712,PXCJGB01,transferencia,pagado
713,JBXEGB80,transferencia,pagado
714,JLPVGBJL,tarjeta,pagado
715,KNVCGB69,efectivo,pagado
716,YIZDGB7V,tarjeta,pagado
717,SDKLGB0Y,transferencia,pagado
718,QIZVGBCN,efectivo,pagado
719,VXMEGBGM,tarjeta,pagado
720,MFQBGBF5,transferencia,pendiente
721,AAYPGBUG,efectivo,pendiente
722,PEQYGBV0,tarjeta,pagado
723,ERTVGBY2,tarjeta,pagado
724,VETLGBWH,transferencia,pagado
725,ICHHGBCX,efectivo,pagado
726,QEETGBMQ,efectivo,pagado
727,EIEZGBOI,transferencia,pagado
728,WSEZGBD1,tarjeta,pagado
729,FXQNGBZ4,tarjeta,pagado
730,WFQMGB9Y,efectivo,pagado
731,BISHGBHB,transferencia,pendiente
732,UZGQGBC3,tarjeta,pagado
733,QRVLGBDM,transferencia,pagado
734,AYZOGBRD,tarjeta,pagado
735,MJMQGBP3,efectivo,pagado
736,OGXYGBLG,tarjeta,pagado
737,ZQXZGB4U,transferencia,pagado
738,KBIVGBIG,tarjeta,pagado
739,OIQDGB0J,tarjeta,pagado
740,UNMDGBSI,efectivo,pagado
741,RIUWGB5G,tarjeta,pagado
742,YHBSGBG2,transferencia,pagado
743,MILRGB9F,tarjeta,pagado
744,FCQXGB1A,transferencia,pagado
745,VTRPGBOM,tarjeta,pagado
746,CMNKGBDF,transferencia,pagado
747,LQTPGBQ6,transferencia,pagado
748,YBDTGBQR,transferencia,pagado
749,VPKNGBAU,tarjeta,pagado
750,SXEYGBZZ,tarjeta,pendiente
751,ZAGIGBNY,efectivo,pendiente
752,DAATGB19,efectivo,pagado
753,ETGIGB46,transferencia,pagado
754,TIHXGBOP,transferencia,pendiente
755,ASGKGBJN,tarjeta,pagado
756,EQWSGB48,tarjeta,pagado
757,SMDSGBI2,tarjeta,pagado
758,UOYLGBYP,transferencia,pagado
759,UKUIGBFQ,transferencia,pagado
760,BIJFGBQW,efectivo,pagado
761,IRMYGBZM,tarjeta,pagado
762,JEUEGBOE,transferencia,pagado
763,JOFMGBZX,efectivo,pagado
764,ACHHGBQU,tarjeta,pagado
765,BWOPGBBG,tarjeta,pagado
766,QKZDGBVJ,tarjeta,pagado
767,BITRGBKY,tarjeta,pagado
768,KUNBGBU3,efectivo,pagado
769,WCELGBYY,efectivo,pagado
770,LYUAGBK4,efectivo,pagado
771,JNYOGBMV,efectivo,pagado
772,YNGZGB2Z,efectivo,pagado
773,XOXQGB5M,tarjeta,pagado
774,KONXGB1I,tarjeta,pendiente
775,HCCTGBTE,tarjeta,pagado
776,GWWSGB41,efectivo,pagado
777,TKWZGB0S,tarjeta,pagado
778,JILDGBQX,efectivo,pagado
779,WTIFGBNP,tarjeta,pagado
780,RJMTGBN2,transferencia,pagado
781,ZYYYGBNP,efectivo,pagado
782,YBTSGB50,transferencia,pagado
783,HWDYGB2G,tarjeta,pagado
784,KGCEGB8V,transferencia,pagado
785,VHLMGBMH,transferencia,pagado
786,JKGUGB2P,efectivo,pagado
787,SGYFGB8M,tarjeta,pagado
788,LBNSGBYM,tarjeta,pagado
789,SLONGBFT,transferencia,pagado
790,WYRPGBEC,efectivo,pagado
791,XBPVGBUD,efectivo,pagado
792,VWXAGBHR,transferencia,pagado
793,IMDPGB69,efectivo,pagado
794,TDGSGBGH,efectivo,pagado
795,NBUXGB9V,tarjeta,pagado
796,ZGUSGBQK,tarjeta,pagado
797,XYUVGBIB,tarjeta,pagado
798,ELXWGBF3,transferencia,pendiente
799,FMYHGBEI,transferencia,pagado
800,PURGGBS0,transferencia,pagado
801,UFJSGB24,efectivo,pendiente
802,YWUJGBUO,tarjeta,pagado
803,OWQEGBMR,tarjeta,pagado
804,MLQOGBR9,transferencia,pagado
805,KDTXGB30,tarjeta,pagado
806,QSGDGBJK,tarjeta,pagado
807,IBXSGBTR,tarjeta,pagado
808,DCEYGBHO,efectivo,pagado
809,GPSXGBVX,efectivo,pagado
810,HVSZGBP9,tarjeta,pagado
811,QRDRGBPP,transferencia,pagado
812,XQHHGB85,efectivo,pagado
813,VCUQGBFL,efectivo,pagado
814,OPVGGBLO,tarjeta,pagado
815,UGHMGBNP,transferencia,pagado
816,OSPBGB4B,tarjeta,pagado
817,NJMFGBZH,transferencia,pendiente
818,ZOBDGBQZ,efectivo,pagado
819,PBYCGB9I,tarjeta,pagado
820,BCUSGBSP,transferencia,pagado
821,WKSRGBBW,transferencia,pagado
822,EEQXGBD4,transferencia,pagado
823,MNZRGB4F,efectivo,pagado
824,MGWAGB20,tarjeta,pagado
825,KCAUGB5N,efectivo,pagado
826,ZERXGBOW,transferencia,pagado
827,JSOXGBKQ,tarjeta,pagado
828,WQNAGBKV,tarjeta,pagado
829,GIZGGBLL,transferencia,pagado
830,FYPOGB53,transferencia,pendiente
831,IGTHGB37,tarjeta,pagado
832,QXECGBVS,transferencia,pagado
833,INJFGBNE,transferencia,pagado
834,ZQNGGBJ5,efectivo,pagado
835,UOXGGBO2,tarjeta,pagado
836,RZLTGBG7,transferencia,pagado
837,MVRXGBQN,transferencia,pagado
838,JYLFGBD2,tarjeta,pagado
839,YPCXGBEF,transferencia,pagado
840,CXAJGB4O,efectivo,pagado
841,UYCAGBID,efectivo,pagado
842,DGQRGBO2,tarjeta,pagado
843,HOWWGBBD,tarjeta,pagado
844,IHOSGBDM,tarjeta,pagado
845,UGTVGB36,efectivo,pagado
846,KZWQGBQG,tarjeta,pagado
847,VLYOGBB8,efectivo,pagado
848,UMZTGBXU,efectivo,pagado
849,ERFBGBJL,transferencia,pagado
850,OMJNGBT5,tarjeta,pagado
851,BPSLGBUS,transferencia,pagado
852,XBRXGBOB,efectivo,pagado
853,GYRDGBHD,transferencia,pagado
854,LGDXGBFE,efectivo,pendiente
855,VXVWGB3A,transferencia,pagado
856,QNDWGBDE,transferencia,pagado
857,SDNCGB46,efectivo,pagado
858,TQCXGBCR,efectivo,pagado
859,GKACGBWT,tarjeta,pagado
860,ACQWGBA5,efectivo,pagado
861,WHQSGB6K,transferencia,pagado
862,EUAPGBAK,efectivo,pendiente
863,BTYHGBMR,efectivo,pagado
864,TYCLGBZL,transferencia,pagado
865,QIXGGB08,tarjeta,pagado
866,JRXRGB76,transferencia,pagado
867,OIJAGBHT,transferencia,pagado
868,KHYSGB9M,efectivo,pagado
869,NZYBGBUE,efectivo,pendiente
870,HKTXGBFX,transferencia,pagado
871,DOORGBG2,efectivo,pagado
872,WLUNGB2P,transferencia,pagado
873,ZZXXGBHS,tarjeta,pagado
874,SUNNGBYZ,transferencia,pagado
875,NGFAGBB7,transferencia,pendiente
876,WKXJGBNY,transferencia,pagado
877,UFGHGBMF,efectivo,pagado
878,DIAYGBZC,transferencia,pagado
879,FLDYGBC2,transferencia,pagado
880,GSLLGBGV,efectivo,pagado
881,BPSCGBTI,transferencia,pagado
882,CJERGBA5,tarjeta,pagado
883,BTJAGBSI,efectivo,pagado
884,IUCUGBI4,transferencia,pagado
885,KOZMGBYO,tarjeta,pagado
886,SJFSGB7L,efectivo,pagado
887,JPZXGB4F,tarjeta,pagado
888,TGAUGBC8,tarjeta,pagado
889,VXCWGBHI,tarjeta,pendiente
890,VFIIGBK2,efectivo,pagado
891,HYOSGBGH,transferencia,pagado
892,CZERGBDU,tarjeta,pagado
893,BBWYGBVC,transferencia,pagado
894,STTLGB7I,tarjeta,pagado
895,WQRMGBML,transferencia,pagado
896,WZSXGB5U,efectivo,pagado
897,TJQAGBG3,transferencia,pagado
898,KAZYGBUD,tarjeta,pagado
899,TKMGGBP0,tarjeta,pagado
900,FHWJGBID,efectivo,pagado
901,XLLSGBXN,efectivo,pagado
902,SUKCGBNZ,tarjeta,pagado
903,UZFGGBAR,transferencia,pagado
904,EVUQGBKZ,efectivo,pagado
905,ZFLLGBT1,tarjeta,pendiente
906,ELIKGB9S,tarjeta,pagado
907,QQBYGBBB,transferencia,pagado
908,XGHFGBPE,tarjeta,pagado
909,AFMCGBID,efectivo,pagado
910,YTSUGBQW,efectivo,pagado
911,MADNGBF1,efectivo,pagado
912,YAVVGBUM,efectivo,pagado
913,XEWIGBC9,tarjeta,pagado
914,ZMZBGBO3,efectivo,pagado
915,NKMVGBTT,transferencia,pagado
916,NSKDGBJK,efectivo,pagado
917,SPGEGBYO,tarjeta,pagado
918,LHTGGB1L,tarjeta,pagado
919,CEXGGB2B,transferencia,pagado
920,JKACGBBG,transferencia,pagado
921,DRTOGBH0,tarjeta,pagado
922,MCZAGB0Z,tarjeta,pagado
923,XTNGGBXT,transferencia,pagado
924,DHTGGB73,transferencia,pendiente
925,UBDZGBAD,tarjeta,pagado
926,RZTLGBS9,efectivo,pagado
927,LALVGBN3,transferencia,pagado
928,PUNWGBIX,tarjeta,pagado
929,SQSSGBFO,efectivo,pagado
930,KZXOGBZM,tarjeta,pagado
931,CPSBGBOG,efectivo,pagado
932,MJQBGBMN,efectivo,pagado
933,UKXSGBIR,transferencia,pagado
934,YAWEGBNK,transferencia,pagado
935,YCJSGBRU,transferencia,pagado
936,GMCOGB49,transferencia,pagado
937,MQEEGB3C,tarjeta,pagado
938,VBKEGBMC,tarjeta,pagado
939,ECVPGB04,transferencia,pagado
940,YHDLGB1P,transferencia,pagado
941,VEFHGBYR,transferencia,pagado
942,FVTQGBL7,efectivo,pagado
943,GPGNGBNA,efectivo,pagado
944,UMOFGBJ4,efectivo,pendiente
945,SNJRGBDZ,tarjeta,pendiente
946,OOVSGBSC,transferencia,pagado
947,FGIKGB2S,transferencia,pagado
948,HLHKGBL2,efectivo,pagado
949,GEPNGBC6,transferencia,pagado
950,XDCGGBGF,transferencia,pagado
951,GMTBGBHV,tarjeta,pagado
952,JZDEGBY8,tarjeta,pagado
953,LMXVGBH7,tarjeta,pagado
954,FAKKGBZL,transferencia,pendiente
955,WKFOGB5R,transferencia,pagado
956,NGQNGBPQ,efectivo,pagado
957,YVDUGBXK,tarjeta,pagado
958,UZFNGBD3,efectivo,pagado
959,TYCCGBKR,efectivo,pendiente
960,KNEPGBTS,transferencia,pagado
961,KONQGBWF,tarjeta,pagado
962,EGNMGBEW,tarjeta,pagado
963,UXYSGBO6,efectivo,pagado
964,ODPNGB4J,transferencia,pagado
965,WIZHGBVZ,efectivo,pagado
966,KWIEGBK9,transferencia,pagado
967,XBJEGBWJ,transferencia,pagado
968,PWVHGBEP,transferencia,pagado
969,CYUCGBG2,efectivo,pagado
970,TLWPGBM5,tarjeta,pagado
971,CJXOGBJH,transferencia,pagado
972,WIISGB1U,tarjeta,pagado
973,FLXVGBR7,transferencia,pagado
974,JNVDGBS3,transferencia,pagado
975,UYETGB54,efectivo,pagado
976,JOLBGBMQ,tarjeta,pagado
977,XOJCGBD1,tarjeta,pagado
978,ALYZGB6X,tarjeta,pagado
979,MZGXGBS2,efectivo,pagado
980,MRXAGB58,transferencia,pagado
981,BQNQGBUC,efectivo,pagado
982,IIZHGBZP,tarjeta,pagado
983,SRLWGBGH,transferencia,pagado
984,YZCQGBNT,tarjeta,pendiente
985,UHIHGBB9,transferencia,pagado
986,ASMLGBBB,transferencia,pagado
987,ZGAFGBF1,efectivo,pendiente
988,DCHSGB2Z,efectivo,pagado
989,VPJGGBGY,tarjeta,pagado
990,TYLMGB3C,transferencia,pagado
991,KYTLGB4F,tarjeta,pagado
992,XRTAGBUZ,efectivo,pagado
993,PWLHGB0W,efectivo,pagado
994,FHSPGBHN,efectivo,pagado
995,SLCDGBZC,efectivo,pagado
996,UIRAGBZF,transferencia,pagado
997,XRONGBX0,transferencia,pagado
998,RGRJGBR1,efectivo,pagado
999,FVTDGBYX,efectivo,pagado
1000,GKNJGBZG,tarjeta,pagado
1001,RJGIGBJX,transferencia,pagado
1002,IDJBGBM6,efectivo,pagado
1003,AXVTGB2F,efectivo,pagado
1004,MJQNGBR1,tarjeta,pagado
1005,RUKDGBTO,efectivo,pagado
1006,WQVLGBZM,transferencia,pagado
1007,BKJLGBCG,tarjeta,pagado
1008,KTPDGBMM,tarjeta,pagado
1009,PRROGBAA,transferencia,pagado
1010,JYGCGB1E,transferencia,pagado
1011,GFKMGB94,efectivo,pagado
1012,VDCFGBQL,transferencia,pagado
1013,YUUMGBS2,transferencia,pagado
1014,IVJPGB8Z,tarjeta,pagado
1015,QTMRGBY5,tarjeta,pendiente
1016,HEKVGBB6,tarjeta,pagado
1017,CECJGBIG,tarjeta,pagado
1018,STDYGBS1,efectivo,pagado
1019,GVZFGBM2,transferencia,pagado
1020,TOAOGBYG,tarjeta,pendiente
1021,HDCMGBKR,efectivo,pendiente
1022,YXMDGB9M,transferencia,pagado
1023,CVDUGBCC,efectivo,pagado
1024,JQUKGBE5,transferencia,pagado
1025,VMNRGBSB,tarjeta,pagado
1026,DOSUGBBM,tarjeta,pagado
1027,GWYAGBW3,tarjeta,pagado
1028,EGMZGB9J,tarjeta,pagado
1029,DWCIGBV7,tarjeta,pagado
1030,LQFPGBJH,tarjeta,pagado
1031,DYBLGB1I,tarjeta,pagado
1032,RQZGGBIM,transferencia,pagado
1033,NFCXGB3E,transferencia,pagado
1034,HPJXGBRH,efectivo,pagado
1035,FCWYGBCV,transferencia,pagado
1036,ORZKGBAB,transferencia,pagado
1037,WWNJGBTQ,transferencia,pagado
1038,COCNGBE5,transferencia,pagado
1039,UHJAGB2J,transferencia,pagado
1040,YWEHGBV0,transferencia,pagado
1041,TNFWGB74,tarjeta,pagado
1042,GOCFGBQ4,efectivo,pagado
1043,LKJXGBBZ,efectivo,pendiente
1044,PFEYGBUX,tarjeta,pagado
1045,ZLYBGB6I,transferencia,pagado
1046,JBDWGB4R,efectivo,pagado
1047,SMUHGB9D,transferencia,pagado
1048,JUDAGBCB,transferencia,pagado
1049,HHIEGBZS,transferencia,pagado
1050,WAUXGBXY,tarjeta,pagado
1051,WPLOGB0J,transferencia,pagado
1052,DNTRGBEJ,tarjeta,pagado
1053,NBRJGBO8,tarjeta,pagado
1054,OYMNGBMP,tarjeta,pagado
1055,RUNOGBPU,transferencia,pagado
1056,RBEXGBKT,tarjeta,pagado
1057,JYXEGB9D,efectivo,pagado
1058,CUICGB88,efectivo,pagado
1059,TQYHGB9R,efectivo,pagado
1060,QJTMGBTF,transferencia,pagado
1061,HRLDGBPC,efectivo,pagado
1062,XWHEGB92,efectivo,pagado
1063,KBJGGB8C,efectivo,pagado
1064,UVHJGBOJ,efectivo,pagado
1065,ISQGGB2O,efectivo,pagado
1066,IGWCGB7W,transferencia,pagado
1067,SPTJGBSC,efectivo,pagado
1068,GVFXGBU9,transferencia,pagado
1069,PSLLGB3C,tarjeta,pagado
1070,ARURGBJO,tarjeta,pagado
1071,GUTCGB79,tarjeta,pagado
1072,JIEBGBHZ,tarjeta,pagado
1073,IYXOGBQ6,transferencia,pagado
1074,TXIQGBQ9,tarjeta,pagado
1075,RAQEGB55,efectivo,pagado
1076,YCZVGBTD,efectivo,pagado
1077,WJJHGB5A,efectivo,pagado
1078,PVRYGBOP,tarjeta,pagado
1079,FEOEGBC0,tarjeta,pagado
1080,RGGJGBZ5,transferencia,pagado
1081,FFIQGBDS,tarjeta,pagado
1082,BQADGB0O,transferencia,pendiente
1083,JWCMGB2N,transferencia,pendiente
1084,CYZSGBC8,efectivo,pagado
1085,KEYAGBUH,tarjeta,pagado
1086,CJRJGBLN,tarjeta,pagado
1087,FENOGBEH,efectivo,pagado
1088,VWBOGBV9,transferencia,pagado
1089,WRVBGBEC,tarjeta,pagado
1090,DTUKGBFD,efectivo,pagado
1091,OMLAGBJ4,efectivo,pagado
1092,WDBZGBYV,efectivo,pagado
1093,MTXPGBT7,efectivo,pagado
1094,YTGMGBKE,efectivo,pagado
1095,SLEYGB6Y,efectivo,pagado
1096,BCYVGBW1,transferencia,pagado
1097,NCHIGBFX,tarjeta,pagado
1098,WKVUGB1D,tarjeta,pagado
1099,ETHFGBZB,transferencia,pagado
1100,OYHKGB2W,transferencia,pagado
1101,TLAEGBN9,tarjeta,pagado
1102,QEXGGBRB,transferencia,pagado
1103,XTQOGBG8,efectivo,pagado
1104,BZNXGBUU,transferencia,pagado
1105,KGWUGBAI,tarjeta,pagado
1106,BEWOGB85,transferencia,pagado
1107,KVKTGB4D,efectivo,pagado
1108,ZIFZGBOO,efectivo,pendiente
1109,LWOHGBJH,tarjeta,pagado
1110,BLLHGB26,transferencia,pagado
1111,QGREGBNJ,efectivo,pagado
1112,OPHMGBBY,tarjeta,pendiente
1113,HEYGGBDE,transferencia,pendiente
1114,OJUJGBHW,tarjeta,pagado
1115,EIORGBFW,transferencia,pagado
1116,JELAGBM9,efectivo,pagado
1117,YKOOGB9A,tarjeta,pagado
1118,TKYTGBE2,transferencia,pagado
1119,QMKDGBZ5,efectivo,pagado
1120,MYFWGBLK,efectivo,pagado
1121,VCIHGB9K,tarjeta,pagado
1122,OOETGB5T,transferencia,pendiente
1123,VQYVGBJA,efectivo,pagado
1124,AEJFGBAC,tarjeta,pagado
1125,JVVLGBWK,efectivo,pagado
1126,BTFGGBG5,tarjeta,pagado
1127,QZNZGBNR,tarjeta,pagado
1128,ORZYGBY3,efectivo,pagado
1129,BKEFGBXD,tarjeta,pagado
1130,OFPQGB41,transferencia,pendiente
1131,ZXXUGBCV,efectivo,pagado
1132,PJBAGBL2,tarjeta,pagado
1133,BHGYGBLN,transferencia,pendiente
1134,LXDBGBDL,tarjeta,pagado
1135,UFHCGB3R,tarjeta,pagado
1136,CQWSGB2O,transferencia,pagado
1137,ILRAGB01,tarjeta,pagado
1138,MJNOGBF2,tarjeta,pagado
1139,OTFIGBAO,efectivo,pagado
1140,ERJYGBD3,transferencia,pagado
1141,WEHAGB7P,transferencia,pagado
1142,FYZKGBTY,transferencia,pagado
1143,BDBKGB4H,transferencia,pagado
1144,YVWTGBYC,tarjeta,pagado
1145,NDNOGBVR,transferencia,pendiente
1146,XQZSGBH1,tarjeta,pendiente
1147,DOUVGB8F,tarjeta,pagado
1148,FSHTGB6R,transferencia,pagado
1149,XWBOGB0M,efectivo,pagado
1150,NOSFGBBF,transferencia,pagado
1151,BMFJGBVB,transferencia,pagado
1152,GDOLGBMI,tarjeta,pagado
1153,RBBEGB6Y,tarjeta,pagado
1154,FBMUGBWE,transferencia,pagado
1155,UBCYGB4V,tarjeta,pagado
1156,CPTJGB78,tarjeta,pendiente
1157,ZHDXGB7D,efectivo,pagado
1158,OYTNGBGQ,transferencia,pagado
1159,KUSBGBPS,tarjeta,pagado
1160,LXTJGBHG,transferencia,pagado
1161,XZMBGBVK,efectivo,pagado
1162,ZTSCGB85,efectivo,pagado
1163,JYXVGBKI,transferencia,pagado
1164,HFRWGBQA,efectivo,pagado
1165,FYIYGB4Y,transferencia,pagado
1166,QDJXGB3V,tarjeta,pagado
1167,VXMOGB9P,tarjeta,pagado
1168,TTBBGBKR,tarjeta,pagado
1169,AIVXGBB5,transferencia,pagado
1170,ARNJGBR0,transferencia,pagado
1171,OTMEGBY0,transferencia,pagado
1172,HKSEGBS4,efectivo,pagado
1173,QRTGGB93,transferencia,pagado
1174,HVAAGBMM,transferencia,pagado
1175,UYUGGBIU,transferencia,pagado
1176,VIPLGBXX,tarjeta,pagado
1177,PJLKGBRY,efectivo,pagado
1178,ITXUGBL3,tarjeta,pagado
1179,WTVJGB3H,efectivo,pagado
1180,QNNLGBZ4,tarjeta,pagado
1181,OMKWGBEP,tarjeta,pagado
1182,HSEUGBZI,efectivo,pagado
1183,XCELGB6P,transferencia,pendiente
1184,TDWWGB0M,transferencia,pagado
1185,EXNFGB6F,efectivo,pagado
1186,VGAYGB2H,tarjeta,pagado
1187,NSUBGBUY,tarjeta,pagado
1188,XAYWGB6A,tarjeta,pagado
1189,JCGCGB4N,transferencia,pagado
1190,MLFTGB4P,tarjeta,pendiente
1191,RPDDGBTD,efectivo,pagado
1192,FPOPGBVI,transferencia,pagado
1193,CIGBGBCV,transferencia,pagado
1194,NKJNGBUN,tarjeta,pendiente
1195,JQFIGB35,efectivo,pendiente
1196,MHJNGB0T,transferencia,pagado
1197,UYHNGB2B,tarjeta,pagado
1198,GCFLGBAC,efectivo,pagado
1199,TWDWGBO6,efectivo,pagado
1200,VZXDGBXH,transferencia,pendiente
1201,YTNSGB90,efectivo,pagado
1202,FFHUGBK4,efectivo,pagado
1203,BOMOGBHJ,efectivo,pagado
1204,PCYUGBP8,efectivo,pagado
1205,ANVXGBWE,tarjeta,pagado
1206,UPRTGBF3,tarjeta,pagado
1207,ATUQGB2U,tarjeta,pagado
1208,DYTPGBH0,transferencia,pendiente
1209,JMHQGBV9,transferencia,pagado
1210,QVKNGBHG,tarjeta,pagado
1211,VKVLGB8K,transferencia,pagado
1212,EJNKGBB3,efectivo,pagado
1213,JDJJGBYB,efectivo,pagado
1214,WZYPGB88,efectivo,pagado
1215,AHPUGB87,tarjeta,pendiente
1216,EPAMGBLR,tarjeta,pagado
1217,RTEDGBEM,efectivo,pagado
1218,YXFNGB6D,transferencia,pagado
1219,RGFEGB1S,tarjeta,pagado
1220,JHDHGBP7,transferencia,pendiente
1221,JVSXGB94,efectivo,pagado
1222,SZWPGB4J,efectivo,pagado
1223,OIOYGB9Z,efectivo,pagado
1224,STDJGB8N,tarjeta,pagado
1225,TDETGBJP,efectivo,pendiente
1226,KAWVGB17,efectivo,pagado
1227,YSZHGBUR,transferencia,pagado
1228,WSTQGB53,transferencia,pagado
1229,USMJGBRQ,efectivo,pagado
1230,THRNGB06,transferencia,pagado
1231,JQKXGB3K,efectivo,pagado
1232,BPPDGBX6,transferencia,pagado
1233,TDACGB8W,tarjeta,pagado
1234,QACYGBRB,transferencia,pagado
1235,AYZYGBR9,transferencia,pagado
1236,UXLDGBER,transferencia,pagado
1237,LVDTGB7N,transferencia,pendiente
1238,LCOTGBX9,transferencia,pendiente
1239,MKTRGB18,efectivo,pendiente
1240,OJUDGBTZ,transferencia,pendiente
1241,KWQWGBKE,efectivo,pagado
1242,BQLRGB3B,transferencia,pagado
1243,FMYGGBUA,efectivo,pagado
1244,HFAYGBZ7,efectivo,pagado
1245,AFKZGB0H,tarjeta,pagado
1246,BUNTGBK5,efectivo,pagado
1247,NAMQGBXE,transferencia,pagado
1248,ZAIQGBPF,tarjeta,pagado
1249,LSPGGBXU,efectivo,pagado
1250,HDULGBY4,tarjeta,pagado
1251,AZYRGBOI,tarjeta,pagado
1252,XFASGBEB,tarjeta,pagado
1253,CPVOGBKF,tarjeta,pagado
1254,EQQPGBEZ,tarjeta,pagado
1255,WZCUGBLI,efectivo,pendiente
1256,XHVOGBE5,efectivo,pagado
1257,FUOCGB9D,transferencia,pendiente
1258,SMUKGBTQ,tarjeta,pagado
1259,DPZUGBXZ,efectivo,pendiente
1260,HTFSGB2F,tarjeta,pagado
1261,NYVEGBIL,tarjeta,pagado
1262,PVAXGBSM,transferencia,pagado
1263,UUSLGB0F,transferencia,pagado
1264,TDHJGBEY,tarjeta,pagado
1265,BZMXGBYU,transferencia,pagado
1266,BHCGGBJ3,tarjeta,pagado
1267,THKWGBR0,tarjeta,pagado
1268,WEXYGBE4,efectivo,pagado
1269,BSZXGBMQ,tarjeta,pendiente
1270,SLERGBI1,tarjeta,pendiente
1271,DPQSGB3X,transferencia,pagado
1272,WQSMGB8M,tarjeta,pagado
1273,FAUPGBTG,efectivo,pendiente
1274,NRXMGBX8,tarjeta,pagado
1275,VKBEGB2T,tarjeta,pagado
1276,NELMGBO6,tarjeta,pagado
1277,DCBFGBPR,efectivo,pagado
1278,DROMGBC7,efectivo,pagado
1279,BSNSGBXG,efectivo,pagado
1280,FDKZGB29,tarjeta,pagado
1281,LNKJGB56,transferencia,pagado
1282,NAVMGBI7,transferencia,pagado
1283,XTROGB0S,efectivo,pagado
1284,HBRFGBL1,transferencia,pagado
1285,YHMJGBC5,tarjeta,pagado
1286,OTEQGB7E,efectivo,pagado
1287,YCSJGBE3,efectivo,pagado
1288,MYFBGBYQ,transferencia,pagado
1289,IPWVGBKV,tarjeta,pendiente
1290,ADTSGB3Q,efectivo,pendiente
1291,WKYNGBGB,efectivo,pendiente
1292,UQMYGBP0,transferencia,pagado
1293,SDYHGB1R,transferencia,pagado
1294,LVBTGBIR,tarjeta,pagado
1295,XUDWGBFN,tarjeta,pagado
1296,ZHZJGBUH,tarjeta,pagado
1297,EHZRGBVB,tarjeta,pagado
1298,HADXGBFQ,transferencia,pagado
1299,FTRUGBK3,tarjeta,pagado
1300,CEUFGBJR,transferencia,pagado
1301,PYOBGB9Z,efectivo,pagado
1302,YKJKGBQI,transferencia,pagado
1303,QEDTGB7M,transferencia,pendiente
1304,AGGEGB8N,transferencia,pagado
1305,YDMNGBZX,transferencia,pagado
1306,YKFHGB6Y,transferencia,pagado
1307,CIRZGBZ5,transferencia,pagado
1308,LHHBGBHK,efectivo,pagado
1309,WMIFGBUQ,tarjeta,pagado
1310,EXISGB6H,tarjeta,pagado
1311,LWAGGB1I,tarjeta,pagado
1312,FEJZGB8K,transferencia,pagado
1313,GPYFGBIL,transferencia,pagado
1314,TTCKGBDX,tarjeta,pagado
1315,GHTWGBTS,efectivo,pagado
1316,NLEHGBJR,efectivo,pagado
1317,UZSLGBP0,efectivo,pagado
1318,UAMKGBXL,efectivo,pagado
1319,JYVUGB8W,transferencia,pagado
1320,NHPRGBOM,transferencia,pagado
1321,FTVWGBSM,transferencia,pagado
1322,WQAJGBUJ,efectivo,pagado
1323,QBKQGBT1,tarjeta,pagado
1324,MUYMGBCJ,efectivo,pagado
1325,KTWEGBJP,efectivo,pagado
1326,WZVEGB2A,tarjeta,pagado
1327,HKFDGBVD,efectivo,pagado
1328,DRDBGBBG,tarjeta,pagado
1329,CURTGBI9,transferencia,pagado
1330,MINKGBSJ,tarjeta,pagado
1331,TLVBGBEY,efectivo,pagado
1332,PBLWGB4X,transferencia,pagado
1333,IHBHGB2P,tarjeta,pagado
1334,ZYDYGB5I,transferencia,pagado
1335,TMOKGBMM,efectivo,pagado
1336,SJUAGBHN,efectivo,pagado
1337,PCFWGB8V,transferencia,pagado
1338,VRADGB6L,transferencia,pagado
1339,GSUGGB1J,tarjeta,pagado
1340,HPZXGBHW,efectivo,pendiente
1341,IGBPGBA9,tarjeta,pagado
1342,TXUDGBZV,tarjeta,pagado
1343,VZPSGBDK,efectivo,pagado
1344,GSOVGBEV,efectivo,pagado
1345,ONPAGBNY,tarjeta,pagado
1346,BQBSGBMK,efectivo,pagado
1347,WFOAGB3S,tarjeta,pagado
1348,OYBTGBSJ,transferencia,pagado
1349,MZKJGBO9,transferencia,pagado
1350,DAWZGBEI,transferencia,pagado
1351,NVDBGB7A,efectivo,pagado
1352,QZDHGBKN,transferencia,pagado
